tire_key,tire_no,tire_no_raw,source_pdf_page,size_raw,manufacturer_code,manufacturer_name,brand_name_raw,cords_raw,construction_type,construction_name,construction_source,remarks_raw,mapped_package_count,exact_ocr_package_count,best_mapping_confidence,first_data_volume,first_data_page,measurement_page_count,cornering_coeff_page_count,braking_coeff_page_count,evidence_class,transcription_status,identity_scope,racing_applicability_default,curve_digitization_status
TIRF-264,264,Z64,225,JR70-15,DA,Dayton,Steel Radial XS,6R+lS/ZR,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,6,259,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-265,265,Z65,225,LR70-15,DA,Dayton,SteeI Radial XS,6R+IS/ZR,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,267,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-266,266,Z66,225,165R13,DA,Dayton,Foreign & Compact Radial,5R/IR .,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,275,4,1,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-267,267,Z67,225,165 R15,DA,Dayton,Foreign & Compact Radial,5R/IR,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-279,279,Z79,225,LR78-15,FI,Firestone,Radial Deluxe Champion,2R+4R/ZR,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,291,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-280,280,Z80.,225,BR78-13,UN,Uniroyal,Zeta 40 M Steel Radial,ZR+ZS/ZR,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,299,3,2,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-284,284,284,225,HR78-14,UN,Uniroyal,Steel Belted Radial,2P+ZS+ZN /ZP,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,6,315,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-285,285,Z85,225,HR78-15,UN,Uniroyal,Steel Belted Radial PRG,ZP+ZS+ZN /ZP,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,323,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-287,287,Z87,225,LR78-15,UN,Uniroyal,Steel Belted Radial PRG,ZP+ ZS+ZN /ZP,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-288,288,Z88,225,HR78-14,UN,Uniroyal,Snowplow,ZR+ZS+IN /2R,R,Radial Ply,Appendix B OCR / direct row,SJ;1OW,1,0,LOW,6,331,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-289,289,289,225,HR78-15,FI,Firestone,Steel Radial 500,2P+2S/ZP,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,339,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-290,290,290,226,BR78-13,FI,Firestone,Radial Deluxe Champion 5R/IR,,R,Radial Ply,Appendix B OCR / direct row,.,1,0,MEDIUM,6,347,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-291,291,291,226,FR78-14,FI,Firestone,Radial Deluxe ·Champion 6R/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,0,HIGH,6,355,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-292,292,29Z,226,OR78-14,FI,Firestone,Radial Deluxe Champion 6R/ZR,,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,6,363,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-293,293,293,226,HR78-14,FI,Firestone,Radial Deluxe Champion 6R/2R,,R,Radial Ply,Appendix B OCR / direct row,,2,0,LOW,6,371,4,2,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-294,294,294,226,GR78-15,FI,Firestone,Radial Deluxe Champion 6R/2R,,R,Radial Ply,Appendix B OCR / direct row,..,1,1,HIGH,6,385,1,0,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-295,295,295,226,HR78-15,FI,Firestone,Radial Deluxe Champion 6R/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,6,393,1,0,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-296,296,296,226,JR78-15,FI,Firestone,Radial Deluxe Champion 6R/2R,,R,Radial Ply,Appendix B OCR / direct row,.,1,0,LOW,6,401,1,0,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-298A,298A,298A,226,LR78-15,FI,Firestone,Radial Deluxe Champion 6R/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,409,2,0,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-298B,298B,298B,226,LR78-15,FI,Firestone,Radial Deluxe Champion 6R/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,417,1,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-300,300,300,226,HR78-14,FI,Firestone,Town & Country Radial 6R/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,425,2,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-301,301,301,226,HR78-15,FI,Firestone,Town & Country Radial 6R/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,0,HIGH,6,433,2,0,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-302,302,302,226,HR78-15,FI,Firestone,Super 500 Radial 2P+2Aramid/2P,,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,6,441,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-303,303,303,226,GR70-15,FI,Firestone,Steel Belted Radial 2P+2S/2P,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,449,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-304,304,304,226,HR70-15,FI,Firestone,Steel Belted Radial 2P+2S/2P,,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,6,457,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-305,305,305,226,155 SR13,DU,Dunlop,SP4 2R+2S/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,465,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-306,306,306,226,165 SRl3,DU,Dunlop,SP4 2R+2S/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,473,1,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-307,307,307,226,175 SRl3,DU,Dunlop,SP4 ZR+ZS/ZR,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,481,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-308,308,308,226,165 SRl4,DU,Dunlop,SP4 2R+ZS/ZR,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,7,11,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-309,309,309,226,165 SRl5,DU,Dunlop,SP4 ~R+2S/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,7,19,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-310,310,310,226,HR78-15,DU,Dunlop,Elite Steel Radial ~R+ZS+IN/ZR,,R,Radial Ply,Appendix B OCR / direct row,,1,0,HIGH,7,27,2,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-311,311,311,226,JR78-15,DU,Dunlop,Elite Steel Radial I2R+ZS+IN,/ZR,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,7,35,2,0,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-312,312,312,226,GR70-15,GT,General Tire,Dual Steel Radial .2P+2S/2P,,R,Radial Ply,Appendix B OCR / direct row,,1,0,HIGH,7,43,2,0,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-313,313,313,226,HR78-15,GT,General Tire,Dual Steel Radial ~R+2S/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,0,HIGH,7,51,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-316,316,316,227,I I HR78-15,LE,Lee,Radial Steel Belted 2P+4R+lS/2P,,R,Radial Ply,Appendix B OCR / direct row,,1,0,HIGH,7,59,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-317,317,317,227,165 SRI3,PI,Pirelli,CF 67 Cinturato .6R/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,0,HIGH,7,67,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-318,318,318,227,175 SRI3,PI,Pirelli,CF 67 7R/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,7,75,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-319,319,319,227,165 SRI5,PI,Pirelli,"Cinturato 367 /', 7R/2R",,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,7,83,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-320,320,320,227,GR70-15,PI,Pirelli,CN 73 2R+2S+IN,/2R,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,7,91,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-321,321,321,227,7.00-14LT,FI,Firestone,Transport 110 N,,B,Bias Ply,Appendix B OCR / direct row,TL,1,0,MEDIUM,7,99,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-322,322,322,227,6.70-15LT,FI,Firestone,Transport 110 N,,B,Bias Ply,Appendix B OCR / direct row,TL,1,0,HIGH,7,108,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-323,323,323,227,6.70-15LT,FI,Firestone,Transport 110 N,I,B,Bias Ply,Appendix B OCR / direct row,TT .,1,1,HIGH,7,116,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-324,324,324,227,7.00-15LT,FI,Firestone,Transport 110 N,,B,Bias Ply,Appendix B OCR / direct row,TL,1,0,HIGH,7,124,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-325,325,325,227,7.00-15LT,FI,Firestone,Transport 110 N,,B,Bias Ply,Appendix B OCR / direct row,,1,0,MEDIUM,7,133,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-326,326,326,227,7.00-15LT,FI,Firestone,Transport 110 N,,B,Bias Ply,Appendix B OCR / direct row,,1,0,MEDIUM,7,141,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-327,327,327,227,7.00-15LT,FI,Firestone,Transport 110 N,,B,Bias Ply,Appendix B OCR / direct row,,1,0,HIGH,7,148,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-329,329,329,227,6.50-16LT,FI,Firestone,Transport 110 N,,B,Bias Ply,Appendix B OCR / direct row,,1,0,LOW,7,156,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-330,330,330,227,7.00-16LT,FI,Firestone,Transport 110 N,,B,Bias Ply,Appendix B OCR / direct row,,1,1,HIGH,7,163,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-331,331,331,227,7.50-16LT,FI,Firestone,Transport 110 N,,B,Bias Ply,Appendix B OCR / direct row,,1,0,LOW,7,170,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-332,332,332,227,7.50-16LT,FI,Firestone,Transport 110 N,,B,Bias Ply,Appendix B OCR / direct row,,1,0,HIGH,7,177,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-333,333,333,227,8.00-16.5,FI,Firestone,"Transport ""500"" Wide Oval N",,B,Bias Ply,Appendix B OCR / direct row,,1,0,MEDIUM,7,184,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-334,334,334,227,8.00-16.5,FI,Firestone,"Transport ""500"" Wide Oval N",,B,Bias Ply,Appendix B OCR / direct row,,1,1,HIGH,7,190,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-335,335,335,227,8.75-16.5,FI,Firestone,"Transport ""500"" Wide Oval N",,B,Bias Ply,Appendix B OCR / direct row,,1,0,MEDIUM,7,197,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-336,336,336,227,8.75-16.5,FI,Firestone,"Tr~sport ""500"" Wide Oval N",,B,Bias Ply,Appendix B OCR / direct row,,1,0,MEDIUM,7,204,4,2,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-337,337,337,228,9.50-16.5,FI,Firestone,"Transport ""500"" Wide Oval N",,B,Bias Ply,Appendix B OCR / direct row,TL,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-340,340,340,228,H78-15LT,GY,Goodyear,Glas Guard Belted N+F/N,,BB,Bias Belted,Appendix B OCR / direct row,TL,1,0,MEDIUM,7,218,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-341,341,341,228,6.70R15LT,GY,Goodyear,Custom Flexsteel LT P+S/N,,R,Radial Ply,Appendix B OCR / direct row,TL,1,0,MEDIUM,7,226,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-342,342,34Z,228,7.50R16LT,GY,Goodyear,Custom Flexsteel LT P+S/N,,R,Radial Ply,Appendix B OCR / direct row,TT,1,0,MEDIUM,7,233,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-343,343,343,228,7.00-15LT,GY,Goodyear,Super Hi Miler 4N,,B,Bias Ply,Appendix B OCR / direct row,TL,1,1,HIGH,7,240,4,2,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-344,344,344,228,7.00-15LT,GY,Goodyear,Super Hi Miler N,,B,Bias Ply,Appendix B OCR / direct row,TT,1,0,LOW,7,255,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-345,345,345,228,7.50-16LT,GY,Goodyear,Super Hi Miler N,,B,Bias Ply,Appendix B OCR / direct row,TT,1,0,MEDIUM,7,262,1,0,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-346,346,346,228,7.00-15LT,GY,Goodyear,Cushion Miler RV P,,B,Bias Ply,Appendix B OCR / direct row,TT,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-347,347,347,228,7.00-15LT,MI,Michelin,XC sIS,,R,Radial Ply,Appendix B OCR / direct row,,1,0,HIGH,7,269,1,0,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-348,348,348,228,7.50-16LT,MI,Michelin,XC sIS,,R,Radial Ply,Appendix B OCR / direct row,TT,1,0,MEDIUM,7,277,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-349,349,349,228,8.00-16.5,MI,Michelin,XCA sIs,,R,Radial Ply,Appendix B OCR / direct row,TL,1,0,MEDIUM,7,284,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-353,353,353,228,GR78-15,DU,Dunlop,Experimental ZP+ZS/ZP,,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,7,291,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-354,354,354,228,GR78-15,DU,Dunlop,Experimental ZP+zs/ZP,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,7,299,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-355,355,355,228,GR78-15,DU,Dunlop,Experimental ZP+2s/ZP,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-356,356,356,228,GR78-1S,DU,Dunlop,Experimental 2P+2S/2P,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,7,307,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-357,357,357,228,GR78-15,DU,Dunlop,Experimental 2P+2S/2P,,R,Radial Ply,Appendix B OCR / direct row,,1,0,HIGH,7,315,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-358,358,·358,228,GR78-15,DU,Dunlop,Experimental 2P+2S/2P,,R,Radial Ply,Appendix B OCR / direct row,,2,0,MEDIUM,7,323,3,2,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-360,360,360,228,A78-13,DA,Dayton,Deluxe 78 4N,,B,Bias Ply,Appendix B OCR / direct row,,1,0,HIGH,7,339,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
