document_target_id,status,priority_score,weakness_id,weakness,era,year_start,year_end,series_class,supplier,evidence_subtopic,repository_target,target_document_type,search_query,expected_evidence_fields,must_extract,acceptance_rule,do_not_infer,priority
DOC-07095,TO_ACQUIRE_REAL_DOCUMENT,15,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1950-1959,1950,1959,GT2/GTS,Goodyear,compound code decoding,race entry/program archive,entry list/program,"""Goodyear"" ""GT2/GTS"" 1950 1959 tire tyre compound code decoding homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07096,TO_ACQUIRE_REAL_DOCUMENT,25,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1992-1996,1992,1996,1950s-60s sports racing,Dunlop,weather crossover guidance,Motor Sport archive,period race report / technical feature,"""Dunlop"" ""1950s-60s sports racing"" 1992 1996 tire tyre weather crossover guidance homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07097,TO_ACQUIRE_REAL_DOCUMENT,30,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1977-1981,1977,1981,Le Mans GT1,Avon,stint recommendation,race entry/program archive,entry list/program,"""Avon"" ""Le Mans GT1"" 1977 1981 tire tyre stint recommendation homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07098,TO_ACQUIRE_REAL_DOCUMENT,0,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1960-1965,1960,1965,Formula 3/Formula Junior,Michelin,race technical bulletin,Motor Sport archive,period race report / technical feature,"""Michelin"" ""Formula 3/Formula Junior"" 1960 1965 tire tyre race technical bulletin homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07099,TO_ACQUIRE_REAL_DOCUMENT,0,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1997-2001,1997,2001,World Rally/Rallycross,Goodyear,supplier fitment chart,FIA/event bulletin,event/regulatory bulletin,"""Goodyear"" ""World Rally/Rallycross"" 1997 2001 tire tyre supplier fitment chart homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07100,TO_ACQUIRE_REAL_DOCUMENT,0,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1982-1986,1982,1986,Formula 1,Bridgestone/other,scrub/break-in procedure,manufacturer racing catalog/manual,supplier catalog/manual,"""Formula 1"" 1982 1986 tire tyre scrub/break-in procedure homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07101,TO_ACQUIRE_REAL_DOCUMENT,40,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1966-1971,1966,1971,Group A/DTM touring,Pirelli,pressure recommendation,FIA/event bulletin,event/regulatory bulletin,"""Pirelli"" ""Group A/DTM touring"" 1966 1971 tire tyre pressure recommendation homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07102,TO_ACQUIRE_REAL_DOCUMENT,0,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",2002-2010,2002,2010,General tire mechanics,Firestone,temperature recommendation,manufacturer racing catalog/manual,supplier catalog/manual,"""Firestone"" ""General tire mechanics"" 2002 2010 tire tyre temperature recommendation homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07103,TO_ACQUIRE_REAL_DOCUMENT,0,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1987-1991,1987,1991,NASCAR stock car,Dunlop,endurance compound menu,FIA/event bulletin,event/regulatory bulletin,"""Dunlop"" ""NASCAR stock car"" 1987 1991 tire tyre endurance compound menu homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07104,TO_ACQUIRE_REAL_DOCUMENT,25,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1972-1976,1972,1976,Historic racing reference,Avon,qualifying tire menu,manufacturer racing catalog/manual,supplier catalog/manual,"""Avon"" ""Historic racing reference"" 1972 1976 tire tyre qualifying tire menu homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07105,TO_ACQUIRE_REAL_DOCUMENT,0,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1950-1959,1950,1959,Group 4/5 GT,Michelin,intermediate compound menu,FIA/event bulletin,event/regulatory bulletin,"""Michelin"" ""Group 4/5 GT"" 1950 1959 tire tyre intermediate compound menu homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07106,TO_ACQUIRE_REAL_DOCUMENT,25,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1992-1996,1992,1996,LMP/Prototype,Goodyear,wet compound menu,manufacturer racing catalog/manual,supplier catalog/manual,"""Goodyear"" ""LMP/Prototype"" 1992 1996 tire tyre wet compound menu homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07107,TO_ACQUIRE_REAL_DOCUMENT,0,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1977-1981,1977,1981,Can-Am/Group 7,Bridgestone/other,dry compound menu,FIA/event bulletin,event/regulatory bulletin,"""Can-Am/Group 7"" 1977 1981 tire tyre dry compound menu homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07108,TO_ACQUIRE_REAL_DOCUMENT,0,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1960-1965,1960,1965,GT2/GTS,Pirelli,construction code decoding,manufacturer racing catalog/manual,supplier catalog/manual,"""Pirelli"" ""GT2/GTS"" 1960 1965 tire tyre construction code decoding homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07109,TO_ACQUIRE_REAL_DOCUMENT,15,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1997-2001,1997,2001,1950s-60s sports racing,Firestone,compound code decoding,FIA/event bulletin,event/regulatory bulletin,"""Firestone"" ""1950s-60s sports racing"" 1997 2001 tire tyre compound code decoding homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07110,TO_ACQUIRE_REAL_DOCUMENT,45,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1982-1986,1982,1986,Le Mans GT1,Dunlop,compound code decoding,manufacturer racing catalog/manual,supplier catalog/manual,"""Dunlop"" ""Le Mans GT1"" 1982 1986 tire tyre compound code decoding homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07111,TO_ACQUIRE_REAL_DOCUMENT,25,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1966-1971,1966,1971,Indy/USAC/CART,Avon,weather crossover guidance,FIA/event bulletin,event/regulatory bulletin,"""Avon"" ""Indy/USAC/CART"" 1966 1971 tire tyre weather crossover guidance homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07112,TO_ACQUIRE_REAL_DOCUMENT,30,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",2002-2010,2002,2010,BPR GT1,Michelin,stint recommendation,manufacturer press/technical archive,supplier technical/press document,"""Michelin"" ""BPR GT1"" 2002 2010 tire tyre stint recommendation homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07113,TO_ACQUIRE_REAL_DOCUMENT,0,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1987-1991,1987,1991,Formula 2/F3000,Firestone,race technical bulletin,period motorsport magazine,period technical/race article,"""Firestone"" ""Formula 2/F3000"" 1987 1991 tire tyre race technical bulletin homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07114,TO_ACQUIRE_REAL_DOCUMENT,25,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1972-1976,1972,1976,Group A/DTM touring,Dunlop,supplier fitment chart,manufacturer press/technical archive,supplier technical/press document,"""Dunlop"" ""Group A/DTM touring"" 1972 1976 tire tyre supplier fitment chart homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07115,TO_ACQUIRE_REAL_DOCUMENT,0,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1950-1959,1950,1959,General tire mechanics,Avon,scrub/break-in procedure,period motorsport magazine,period technical/race article,"""Avon"" ""General tire mechanics"" 1950 1959 tire tyre scrub/break-in procedure homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07116,TO_ACQUIRE_REAL_DOCUMENT,40,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1992-1996,1992,1996,NASCAR stock car,Michelin,pressure recommendation,manufacturer press/technical archive,supplier technical/press document,"""Michelin"" ""NASCAR stock car"" 1992 1996 tire tyre pressure recommendation homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07117,TO_ACQUIRE_REAL_DOCUMENT,0,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1977-1981,1977,1981,Historic racing reference,Goodyear,temperature recommendation,period motorsport magazine,period technical/race article,"""Goodyear"" ""Historic racing reference"" 1977 1981 tire tyre temperature recommendation homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07118,TO_ACQUIRE_REAL_DOCUMENT,0,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1960-1965,1960,1965,Group 4/5 GT,Bridgestone/other,endurance compound menu,manufacturer press/technical archive,supplier technical/press document,"""Group 4/5 GT"" 1960 1965 tire tyre endurance compound menu homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07119,TO_ACQUIRE_REAL_DOCUMENT,0,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1997-2001,1997,2001,LMP/Prototype,Pirelli,qualifying tire menu,period motorsport magazine,period technical/race article,"""Pirelli"" ""LMP/Prototype"" 1997 2001 tire tyre qualifying tire menu homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07120,TO_ACQUIRE_REAL_DOCUMENT,0,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1982-1986,1982,1986,Can-Am/Group 7,Firestone,intermediate compound menu,manufacturer press/technical archive,supplier technical/press document,"""Firestone"" ""Can-Am/Group 7"" 1982 1986 tire tyre intermediate compound menu homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07121,TO_ACQUIRE_REAL_DOCUMENT,25,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1966-1971,1966,1971,Japanese JGTC/GT500,Dunlop,wet compound menu,period motorsport magazine,period technical/race article,"""Dunlop"" ""Japanese JGTC/GT500"" 1966 1971 tire tyre wet compound menu homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07122,TO_ACQUIRE_REAL_DOCUMENT,30,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",2002-2010,2002,2010,GT40/1960s endurance,Avon,dry compound menu,manufacturer press/technical archive,supplier technical/press document,"""Avon"" ""GT40/1960s endurance"" 2002 2010 tire tyre dry compound menu homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07123,TO_ACQUIRE_REAL_DOCUMENT,30,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1987-1991,1987,1991,IMSA GTS/GT,Michelin,construction code decoding,period motorsport magazine,period technical/race article,"""Michelin"" ""IMSA GTS/GT"" 1987 1991 tire tyre construction code decoding homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-07124,TO_ACQUIRE_REAL_DOCUMENT,40,W06_SUPPLIER_COMPOUNDS,"Supplier compound codes, data books, technical bulletins, dry/wet/intermediate menus and construction codes",1972-1976,1972,1976,Indy/USAC/CART,Goodyear,compound code decoding,manufacturer press/technical archive,supplier technical/press document,"""Goodyear"" ""Indy/USAC/CART"" 1972 1976 tire tyre compound code decoding homologation/regulation",supplier;compound codes;technical bulletins,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
