weakness,subjectPeriodStart,subjectPeriodEnd,historicalClass,supplier,documentType,activeTargetCount
"W07_FITMENT_GEOMETRY_REGS","1992","1996","Formula 1 — 1990s radial slick/grooved transition","Bridgestone/other","regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1977","1981","Sports racing / prototypes — 1972-1981","Pirelli","homologation form","1"
"W07_FITMENT_GEOMETRY_REGS","1960","1965","General Racing Tire","Firestone","regulation","1"
"W07_FITMENT_GEOMETRY_REGS","2004","2010","LMP1 / LMP2","Goodyear","supplier racing catalog","1"
"W07_FITMENT_GEOMETRY_REGS","1987","1974","Can-Am — original","Dunlop","period regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1972","1976","Group 4 Special GT — 1970-1981","Avon","supplier racing catalog","1"
"W07_FITMENT_GEOMETRY_REGS","1950","1959","Sports racing / prototypes — 1950-1963","Michelin","period regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1993","1996","Le Mans Prototype transition","Goodyear","supplier racing catalog","1"
"W07_FITMENT_GEOMETRY_REGS","1977","1981","Formula 3 — 1974-1986","Bridgestone/other","period regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1960","1965","International rally — pre-WRC","Pirelli","supplier racing catalog","1"
"W07_FITMENT_GEOMETRY_REGS","1997","2001","Formula 1 — 1990s radial slick/grooved transition","Firestone","period regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1982","1986","Group A touring — 1982-1992","Dunlop","supplier racing catalog","1"
"W07_FITMENT_GEOMETRY_REGS","1966","1971","General Tire Mechanics","Avon","period regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1950","1959","Sports racing / prototypes — 1950-1963","Pirelli","official bulletin","1"
"W07_FITMENT_GEOMETRY_REGS","1992","1974","Can-Am — original","Firestone","period program/entry documentation","1"
"W07_FITMENT_GEOMETRY_REGS","1960","1965","Historic Racing Reference","Avon","period program/entry documentation","1"
"W07_FITMENT_GEOMETRY_REGS","1997","2001","FIA GT — 1997-2009","Michelin","official bulletin","1"
"W07_FITMENT_GEOMETRY_REGS","1982","1986","CART / Indy-car","Firestone","period program/entry documentation","1"
"W07_FITMENT_GEOMETRY_REGS","1966","1969","GT40-era endurance","Dunlop","official bulletin","1"
"W07_FITMENT_GEOMETRY_REGS","2002","2004","International Formula 3000","Avon","period program/entry documentation","1"
"W07_FITMENT_GEOMETRY_REGS","1987","1991","Group A touring — 1982-1992","Michelin","official bulletin","1"
"W07_FITMENT_GEOMETRY_REGS","1972","1976","General Tire Mechanics","Goodyear","period program/entry documentation","1"
"W07_FITMENT_GEOMETRY_REGS","1950","1959","NASCAR stock car — 1950-1971","Bridgestone/other","official bulletin","1"
"W07_FITMENT_GEOMETRY_REGS","1992","1996","Historic Racing Reference","Pirelli","period program/entry documentation","1"
"W07_FITMENT_GEOMETRY_REGS","1960","1963","Sports racing / prototypes — 1950-1963","Dunlop","homologation form","1"
"W07_FITMENT_GEOMETRY_REGS","1997","1974","Can-Am — original","Avon","regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1982","1986","Japanese GT / touring — pre-JGTC","Michelin","homologation form","1"
"W07_FITMENT_GEOMETRY_REGS","2002","1981","IMSA GT — 1971-1981","Bridgestone/other","homologation form","1"
"W07_FITMENT_GEOMETRY_REGS","1987","1991","CART / Indy-car","Pirelli","regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1972","1976","Group 4 Special GT — 1970-1981","Firestone","homologation form","1"
"W07_FITMENT_GEOMETRY_REGS","1956","1959","Formula 2 — 1956-1960","Dunlop","regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1993","1996","DTM / ITC — Class 1","Avon","homologation form","1"
"W07_FITMENT_GEOMETRY_REGS","1977","1981","General Tire Mechanics","Pirelli","regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1960","1965","NASCAR stock car — 1950-1971","Firestone","homologation form","1"
"W07_FITMENT_GEOMETRY_REGS","1997","2001","Historic Racing Reference","Dunlop","regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1967","1971","Formula Ford — 1967-1976","Michelin","supplier racing catalog","1"
"W07_FITMENT_GEOMETRY_REGS","2002","1969","Group 2 / ETCC — 1963-1969","Goodyear","period regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1987","1991","Japanese GT / touring — pre-JGTC","Bridgestone/other","supplier racing catalog","1"
"W07_FITMENT_GEOMETRY_REGS","1972","1976","Sports racing / prototypes — 1972-1981","Pirelli","period regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1950","1959","US GT / sports racing — pre-IMSA GT","Firestone","supplier racing catalog","1"
"W07_FITMENT_GEOMETRY_REGS","1992","1996","CART / Indy-car","Dunlop","period regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1977","1981","Group 4 Special GT — 1970-1981","Avon","supplier racing catalog","1"
"W07_FITMENT_GEOMETRY_REGS","1964","1965","Formula 2 — 1964-1966","Michelin","period regulation","1"
"W07_FITMENT_GEOMETRY_REGS","2000","2001","DTM — silhouette era","Goodyear","supplier racing catalog","1"
"W07_FITMENT_GEOMETRY_REGS","1982","1986","Formula 1 — turbo/radial slick era","Bridgestone/other","period regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1972","1976","Formula Ford — 1967-1976","Bridgestone/other","official bulletin","1"
"W07_FITMENT_GEOMETRY_REGS","1950","1959","Touring / saloon racing — pre-1963","Pirelli","period program/entry documentation","1"
"W07_FITMENT_GEOMETRY_REGS","1994","1996","JGTC — 1994-1999 (GT1/GT2 terminology)","Firestone","official bulletin","1"
"W07_FITMENT_GEOMETRY_REGS","1977","1981","Sports racing / prototypes — 1972-1981","Dunlop","period program/entry documentation","1"
"W07_FITMENT_GEOMETRY_REGS","1960","1965","US GT / sports racing — pre-IMSA GT","Avon","official bulletin","1"
"W07_FITMENT_GEOMETRY_REGS","1997","2001","CART / Indy-car","Michelin","period program/entry documentation","1"
"W07_FITMENT_GEOMETRY_REGS","1982","1986","Group C","Goodyear","official bulletin","1"
"W07_FITMENT_GEOMETRY_REGS","1966","1970","Formula 3 — 1964-1970","Bridgestone/other","period program/entry documentation","1"
"W07_FITMENT_GEOMETRY_REGS","2002","2010","World Rally Championship — 2002-2010","Pirelli","official bulletin","1"
"W07_FITMENT_GEOMETRY_REGS","1987","1991","Formula 1 — turbo/radial slick era","Firestone","period program/entry documentation","1"
"W07_FITMENT_GEOMETRY_REGS","1977","1981","Formula Ford — 1977-1981","Goodyear","homologation form","1"
"W07_FITMENT_GEOMETRY_REGS","1963","1965","Group 2 / ETCC — 1963-1969","Bridgestone/other","regulation","1"
"W07_FITMENT_GEOMETRY_REGS","1997","1999","JGTC — 1994-1999 (GT1/GT2 terminology)","Pirelli","homologation form","1"
"W08_GT1_1990S_MAP","1982","1986","Formula Ford — 1982-1992","Bridgestone/other","official event retrospective/report","1"
"W08_GT1_1990S_MAP","2005","2010","SUPER GT — 2005-2010","Firestone","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1972","1976","IMSA GT — 1971-1981","Avon","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1950","1955","AAA Championship Car / Indianapolis","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1993","1996","Le Mans Prototype transition","Goodyear","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1977","1981","Formula 3 — 1974-1986","Bridgestone/other","regulation","1"
"W08_GT1_1990S_MAP","1960","1965","International rally — pre-WRC","Pirelli","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1982","1986","IMSA GTP","Dunlop","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1966","1971","General Racing Tire","Avon","regulation","1"
"W08_GT1_1990S_MAP","2002","1972","Trans-Am — 1966-1972","Michelin","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1987","1991","Formula Ford — 1982-1992","Firestone","regulation","1"
"W08_GT1_1990S_MAP","1972","1975","Group 2 / ETCC — 1970-1975","Dunlop","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1950","1959","Japanese GT / touring — pre-JGTC","Avon","regulation","1"
"W08_GT1_1990S_MAP","1992","1974","Can-Am — original","Michelin","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1977","1981","Group 4 Special GT — 1970-1981","Goodyear","regulation","1"
"W08_GT1_1990S_MAP","1960","1965","Historic Racing Reference","Bridgestone/other","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1997","2001","FIA GT — 1997-2009","Pirelli","regulation","1"
"W08_GT1_1990S_MAP","1982","1986","Formula 3 — 1974-1986","Firestone","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1966","1971","International rally — pre-WRC","Dunlop","regulation","1"
"W08_GT1_1990S_MAP","2002","2010","Formula 1 — grooved-to-slick-return era","Avon","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1987","1991","IMSA GTP","Michelin","technical/historical document","1"
"W08_GT1_1990S_MAP","1972","1976","General Racing Tire","Goodyear","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1950","1959","Touring / saloon racing — pre-1963","Bridgestone/other","technical/historical document","1"
"W08_GT1_1990S_MAP","1992","1996","Historic Racing Reference","Pirelli","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1977","1981","Group 4 Special GT — 1970-1981","Firestone","technical/historical document","1"
"W08_GT1_1990S_MAP","1960","1963","Sports racing / prototypes — 1950-1963","Dunlop","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1997","1974","Can-Am — original","Avon","technical/historical document","1"
"W08_GT1_1990S_MAP","1982","1986","IMSA GT — 1982-1993","Pirelli","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1966","1971","Sports racing / prototypes — 1964-1971","Firestone","technical/historical document","1"
"W08_GT1_1990S_MAP","2002","2009","FIA GT — 1997-2009","Dunlop","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1987","1990","Formula 3 — 1987-1990","Avon","technical/historical document","1"
"W08_GT1_1990S_MAP","1972","1976","Rallycross — 1967-1981","Michelin","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1960","1965","NASCAR stock car — 1950-1971","Firestone","regulation","1"
"W08_GT1_1990S_MAP","1997","2001","Historic Racing Reference","Dunlop","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1982","1986","Group C","Avon","regulation","1"
"W08_GT1_1990S_MAP","2002","1974","Can-Am — original","Goodyear","regulation","1"
"W08_GT1_1990S_MAP","1987","1991","IMSA GT — 1982-1993","Bridgestone/other","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1950","1959","Sports racing / prototypes — 1950-1963","Firestone","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1966","1971","NASCAR stock car — 1950-1971","Avon","period race report / technical feature","1"
"W08_GT1_1990S_MAP","2002","2010","Historic Racing Reference","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1987","1991","Group C","Goodyear","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1972","1976","Sports racing / prototypes — 1972-1981","Bridgestone/other","regulation","1"
"W08_GT1_1990S_MAP","1994","1996","JGTC — 1994-1999 (GT1/GT2 terminology)","Firestone","regulation","1"
"W08_GT1_1990S_MAP","1977","1981","Sports racing / prototypes — 1972-1981","Dunlop","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1960","1965","US GT / sports racing — pre-IMSA GT","Avon","regulation","1"
"W08_GT1_1990S_MAP","1997","2001","CART / Indy-car","Michelin","period race report / technical feature","1"
"W08_GT1_1990S_MAP","2002","2010","DTM — silhouette era","Pirelli","technical/historical document","1"
"W08_GT1_1990S_MAP","1987","1991","General Tire Mechanics","Firestone","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1972","1976","NASCAR stock car — 1972-1991","Goodyear","technical/historical document","1"
"W08_GT1_1990S_MAP","1950","1959","Historic Racing Reference","Bridgestone/other","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1992","1996","Trans-Am — 1982-2001","Pirelli","technical/historical document","1"
"W08_GT1_1990S_MAP","1977","1981","Formula Ford — 1977-1981","Firestone","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1963","1965","Group 2 / ETCC — 1963-1969","Dunlop","technical/historical document","1"
"W08_GT1_1990S_MAP","1997","1999","JGTC — 1994-1999 (GT1/GT2 terminology)","Avon","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1982","1986","Historic Racing Reference","Michelin","technical/historical document","1"
"W08_GT1_1990S_MAP","1966","1970","US GT / sports racing — pre-IMSA GT","Goodyear","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","2002","2003","CART / Indy-car","Bridgestone/other","technical/historical document","1"
"W08_GT1_1990S_MAP","1987","1991","Group C","Pirelli","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1972","1976","Formula 2 — 1972-1984","Firestone","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1950","1959","Touring / saloon racing — pre-1963","Dunlop","regulation","1"
"W08_GT1_1990S_MAP","1992","1996","Formula 1 — 1990s radial slick/grooved transition","Avon","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1960","1965","General Racing Tire","Goodyear","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1982","1986","Formula Ford — 1982-1992","Pirelli","official event retrospective/report","1"
"W08_GT1_1990S_MAP","2005","2010","SUPER GT — 2005-2010","Goodyear","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1972","1976","IMSA GT — 1971-1981","Pirelli","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1993","1996","Le Mans Prototype transition","Dunlop","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1997","2001","Formula 1 — 1990s radial slick/grooved transition","Goodyear","regulation","1"
"W08_GT1_1990S_MAP","1982","1986","IMSA GTP","Bridgestone/other","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1966","1971","General Racing Tire","Pirelli","regulation","1"
"W08_GT1_1990S_MAP","2002","1972","Trans-Am — 1966-1972","Firestone","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1987","1991","Formula Ford — 1982-1992","Dunlop","regulation","1"
"W08_GT1_1990S_MAP","1972","1975","Group 2 / ETCC — 1970-1975","Avon","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1950","1959","Japanese GT / touring — pre-JGTC","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1992","1974","Can-Am — original","Goodyear","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1977","1981","Group 4 Special GT — 1970-1981","Bridgestone/other","regulation","1"
"W08_GT1_1990S_MAP","1960","1965","Historic Racing Reference","Avon","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1997","2001","FIA GT — 1997-2009","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1987","1991","IMSA GTP","Firestone","technical/historical document","1"
"W08_GT1_1990S_MAP","1972","1976","General Racing Tire","Dunlop","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1950","1959","Touring / saloon racing — pre-1963","Avon","technical/historical document","1"
"W08_GT1_1990S_MAP","1992","1996","Historic Racing Reference","Michelin","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1960","1963","Sports racing / prototypes — 1950-1963","Bridgestone/other","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1997","1974","Can-Am — original","Pirelli","technical/historical document","1"
"W08_GT1_1990S_MAP","1982","1986","IMSA GT — 1982-1993","Firestone","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1966","1971","Sports racing / prototypes — 1964-1971","Dunlop","technical/historical document","1"
"W08_GT1_1990S_MAP","2002","2009","FIA GT — 1997-2009","Avon","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1977","1981","General Tire Mechanics","Michelin","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1997","2001","Historic Racing Reference","Bridgestone/other","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1987","1991","IMSA GT — 1982-1993","Avon","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1972","1976","Historic Racing Reference","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1950","1959","Sports racing / prototypes — 1950-1963","Goodyear","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1992","1996","CART / Indy-car","Bridgestone/other","regulation","1"
"W08_GT1_1990S_MAP","1977","1981","Group 4 Special GT — 1970-1981","Pirelli","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1964","1965","Formula 2 — 1964-1966","Firestone","regulation","1"
"W08_GT1_1990S_MAP","2000","2001","DTM — silhouette era","Dunlop","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1982","1986","General Tire Mechanics","Avon","regulation","1"
"W08_GT1_1990S_MAP","1966","1971","NASCAR stock car — 1950-1971","Michelin","period race report / technical feature","1"
"W08_GT1_1990S_MAP","2002","2010","Historic Racing Reference","Firestone","regulation","1"
"W08_GT1_1990S_MAP","1987","1991","Group C","Dunlop","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1972","1976","Sports racing / prototypes — 1972-1981","Avon","regulation","1"
"W08_GT1_1990S_MAP","1994","1996","JGTC — 1994-1999 (GT1/GT2 terminology)","Goodyear","regulation","1"
"W08_GT1_1990S_MAP","1977","1981","Sports racing / prototypes — 1972-1981","Bridgestone/other","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1960","1965","US GT / sports racing — pre-IMSA GT","Pirelli","regulation","1"
"W08_GT1_1990S_MAP","1982","1986","Group C","Dunlop","technical/historical document","1"
"W08_GT1_1990S_MAP","1967","1971","Formula 2 — 1967-1971","Avon","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","2002","2010","DTM — silhouette era","Michelin","technical/historical document","1"
"W08_GT1_1990S_MAP","1987","1991","General Tire Mechanics","Goodyear","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1972","1976","NASCAR stock car — 1972-1991","Bridgestone/other","technical/historical document","1"
"W08_GT1_1990S_MAP","1950","1959","Historic Racing Reference","Pirelli","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1992","1996","Trans-Am — 1982-2001","Firestone","technical/historical document","1"
"W08_GT1_1990S_MAP","1977","1981","Formula Ford — 1977-1981","Dunlop","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1963","1965","Group 2 / ETCC — 1963-1969","Avon","technical/historical document","1"
"W08_GT1_1990S_MAP","1997","1999","JGTC — 1994-1999 (GT1/GT2 terminology)","Pirelli","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1982","1986","Historic Racing Reference","Firestone","technical/historical document","1"
"W08_GT1_1990S_MAP","1966","1970","US GT / sports racing — pre-IMSA GT","Dunlop","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1992","1996","Formula 1 — 1990s radial slick/grooved transition","Pirelli","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1977","1981","Sports racing / prototypes — 1972-1981","Firestone","regulation","1"
"W08_GT1_1990S_MAP","1960","1965","General Racing Tire","Dunlop","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1997","2001","Trans-Am — 1982-2001","Avon","regulation","1"
"W08_GT1_1990S_MAP","1982","1986","Formula Ford — 1982-1992","Michelin","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1966","1969","Group 2 / ETCC — 1963-1969","Goodyear","regulation","1"
"W08_GT1_1990S_MAP","2005","2010","SUPER GT — 2005-2010","Bridgestone/other","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1972","1976","IMSA GT — 1971-1981","Firestone","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1960","1965","International rally — pre-WRC","Firestone","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1997","2001","Formula 1 — 1990s radial slick/grooved transition","Dunlop","regulation","1"
"W08_GT1_1990S_MAP","1982","1986","IMSA GTP","Avon","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1966","1971","General Racing Tire","Michelin","regulation","1"
"W08_GT1_1990S_MAP","2002","1972","Trans-Am — 1966-1972","Goodyear","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1987","1991","Formula Ford — 1982-1992","Bridgestone/other","regulation","1"
"W08_GT1_1990S_MAP","1972","1975","Group 2 / ETCC — 1970-1975","Pirelli","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1950","1959","Japanese GT / touring — pre-JGTC","Firestone","regulation","1"
"W08_GT1_1990S_MAP","1992","1974","Can-Am — original","Dunlop","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1977","1981","Group 4 Special GT — 1970-1981","Avon","regulation","1"
"W08_GT1_1990S_MAP","1960","1965","Historic Racing Reference","Michelin","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1997","2001","FIA GT — 1997-2009","Goodyear","technical/historical document","1"
"W08_GT1_1990S_MAP","1982","1986","Formula 3 — 1974-1986","Bridgestone/other","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1966","1971","International rally — pre-WRC","Pirelli","technical/historical document","1"
"W08_GT1_1990S_MAP","2002","2010","Formula 1 — grooved-to-slick-return era","Firestone","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1987","1991","IMSA GTP","Goodyear","technical/historical document","1"
"W08_GT1_1990S_MAP","1972","1976","General Racing Tire","Bridgestone/other","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1950","1959","Touring / saloon racing — pre-1963","Pirelli","technical/historical document","1"
"W08_GT1_1990S_MAP","1992","1996","Historic Racing Reference","Firestone","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1960","1963","Sports racing / prototypes — 1950-1963","Avon","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1997","1974","Can-Am — original","Michelin","technical/historical document","1"
"W08_GT1_1990S_MAP","1982","1986","IMSA GT — 1982-1993","Goodyear","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","2002","2009","FIA GT — 1997-2009","Pirelli","regulation","1"
"W08_GT1_1990S_MAP","1987","1990","Formula 3 — 1987-1990","Firestone","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1972","1976","Rallycross — 1967-1981","Dunlop","regulation","1"
"W08_GT1_1990S_MAP","1950","1959","Formula 1 — early World Championship","Avon","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1977","1981","General Tire Mechanics","Goodyear","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1997","2001","Historic Racing Reference","Pirelli","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1987","1991","IMSA GT — 1982-1993","Pirelli","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1977","1981","Group 4 Special GT — 1970-1981","Michelin","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1964","1965","Formula 2 — 1964-1966","Goodyear","regulation","1"
"W08_GT1_1990S_MAP","2000","2001","DTM — silhouette era","Bridgestone/other","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1982","1986","General Tire Mechanics","Pirelli","regulation","1"
"W08_GT1_1990S_MAP","1966","1971","NASCAR stock car — 1950-1971","Firestone","period race report / technical feature","1"
"W08_GT1_1990S_MAP","2002","2010","Historic Racing Reference","Dunlop","regulation","1"
"W08_GT1_1990S_MAP","1987","1991","Group C","Avon","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1972","1976","Sports racing / prototypes — 1972-1981","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1950","1959","Sports racing / prototypes — 1950-1963","Goodyear","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1994","1996","JGTC — 1994-1999 (GT1/GT2 terminology)","Bridgestone/other","regulation","1"
"W08_GT1_1990S_MAP","1982","1986","Group C","Bridgestone/other","technical/historical document","1"
"W08_GT1_1990S_MAP","1967","1971","Formula 2 — 1967-1971","Pirelli","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","2002","2010","DTM — silhouette era","Firestone","technical/historical document","1"
"W08_GT1_1990S_MAP","1987","1991","General Tire Mechanics","Dunlop","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1972","1976","NASCAR stock car — 1972-1991","Avon","technical/historical document","1"
"W08_GT1_1990S_MAP","1950","1959","Historic Racing Reference","Michelin","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1992","1996","Trans-Am — 1982-2001","Goodyear","technical/historical document","1"
"W08_GT1_1990S_MAP","1977","1981","Formula Ford — 1977-1981","Bridgestone/other","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1963","1965","Group 2 / ETCC — 1963-1969","Pirelli","technical/historical document","1"
"W08_GT1_1990S_MAP","1997","1999","JGTC — 1994-1999 (GT1/GT2 terminology)","Firestone","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1982","1986","Historic Racing Reference","Dunlop","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1966","1970","US GT / sports racing — pre-IMSA GT","Avon","regulation","1"
"W08_GT1_1990S_MAP","2002","2003","CART / Indy-car","Michelin","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1987","1991","Group C","Goodyear","regulation","1"
"W08_GT1_1990S_MAP","1972","1976","Formula 2 — 1972-1984","Dunlop","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1992","1996","Formula 1 — 1990s radial slick/grooved transition","Michelin","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1960","1965","General Racing Tire","Bridgestone/other","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1982","1986","Formula Ford — 1982-1992","Firestone","official event retrospective/report","1"
"W08_GT1_1990S_MAP","2005","2010","SUPER GT — 2005-2010","Avon","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1987","1991","Historic Racing Reference","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1972","1976","IMSA GT — 1971-1981","Goodyear","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1950","1955","AAA Championship Car / Indianapolis","Bridgestone/other","regulation","1"
"W08_GT1_1990S_MAP","1993","1996","Le Mans Prototype transition","Pirelli","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1977","1981","Formula 3 — 1974-1986","Firestone","regulation","1"
"W08_GT1_1990S_MAP","1960","1965","International rally — pre-WRC","Dunlop","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1997","2001","Formula 1 — 1990s radial slick/grooved transition","Avon","regulation","1"
"W08_GT1_1990S_MAP","1982","1986","IMSA GTP","Michelin","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1966","1971","General Racing Tire","Firestone","regulation","1"
"W08_GT1_1990S_MAP","2002","1972","Trans-Am — 1966-1972","Dunlop","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1987","1991","Formula Ford — 1982-1992","Avon","regulation","1"
"W08_GT1_1990S_MAP","1972","1975","Group 2 / ETCC — 1970-1975","Michelin","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1950","1959","Japanese GT / touring — pre-JGTC","Goodyear","regulation","1"
"W08_GT1_1990S_MAP","1997","2001","FIA GT — 1997-2009","Dunlop","technical/historical document","1"
"W08_GT1_1990S_MAP","1982","1986","Formula 3 — 1974-1986","Avon","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1966","1971","International rally — pre-WRC","Michelin","technical/historical document","1"
"W08_GT1_1990S_MAP","2002","2010","Formula 1 — grooved-to-slick-return era","Goodyear","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1987","1991","IMSA GTP","Bridgestone/other","technical/historical document","1"
"W08_GT1_1990S_MAP","1972","1976","General Racing Tire","Pirelli","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1950","1959","Touring / saloon racing — pre-1963","Firestone","technical/historical document","1"
"W08_GT1_1990S_MAP","1992","1996","Historic Racing Reference","Dunlop","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1977","1981","Group 4 Special GT — 1970-1981","Avon","technical/historical document","1"
"W08_GT1_1990S_MAP","1960","1963","Sports racing / prototypes — 1950-1963","Pirelli","entry/result photo/documentation","1"
